job_title,company,salary,address,experience,due_date,jd
Data Engineer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Tới 25 triệu,Hà Nội,2 năm,07/09/2023,"Tham gia nghiên cứu, thiết kế và phát triển các sản phẩm dịch vụ Ngân hàng trên các hệ thống Oralce Report, Datawarehouse, Data Lake, ETL dữ liệu Phối hợp cùng BA, nhóm nghiệp vụ, PM, PO trong việc xây dựng mô hình, sử dụng, phân tích dữ liệu để giải quyết các vấn đề kinh doanh. Thiết kế xây dựng ETL theo batch và realtime, sử dụng các công nghệ bigdata technology. Tham gia triển khai các dự án CNTT của ngân hàng Quản lý, khai thác các hệ thống dữ liệu và báo cáo tại MB Nghiên cứu công nghệ và xu hướng phát triển công nghệ dữ liệu, đưa ra đề xuất nhằm cải tiến sản phẩm, trải nghiệm khách hàng, chất lượng dịch vụ tại MB Sử dụng công nghệ để tổ chức và duy trì dữ liệu trong database, phát triển chiến lược kiến trúc dữ liệu theo mô hình dữ liệu của NH."
Java Developer,Viettel Digital,Thoả thuận,Hà Nội,2 năm,30/11/2023,"Tham gia phát triển các dự án Ngân hàng số (ViettelPay, Mobile Money, ví cá nhân, ví doanh nghiệp, ...). Cung cấp sản phẩm ứng dụng thanh toán và chuyển tiền với số lượng giao dịch rất lớn, đòi hỏi hiệu năng xử lý cao Xây dựng các hệ thống Tài chính điện tử cho các thị trường nước ngoài mà Viettel đầu tư Tham gia làm rõ nghiệp vụ, thiết kế giải pháp, phát triển nâng cấp hệ thống theo yêu cầu Tham gia review thiết kế, review code, tối ưu hệ thống đáp ứng lưu lượng truy cập cao Nghiên cứu áp dụng công nghệ mới nâng cao chất lượng, tối ưu nguồn lực phát triển"
Chuyên Viên Kỹ Thuật,Công ty TNHH Đầu Tư Quốc Tế DTI,Trên 8 triệu,Hồ Chí Minh,Dưới 1 năm,17/09/2023,"Hỗ trợ Kỹ thuật: Trả lời các yêu cầu hỗ trợ kỹ thuật từ khách hàng hoặc các đội khác trong tổ chức. Cung cấp hướng dẫn và giải pháp cho các vấn đề kỹ thuật liên quan đến sản phẩm hoặc dịch vụ. Bảo Trì và Sửa Chữa: Thực hiện việc bảo trì định kỳ và sửa chữa các thiết bị, sản phẩm hoặc hệ thống. Điều này bao gồm kiểm tra, xác định sự cố, thay thế linh kiện, và thực hiện các thủ tục sửa chữa. Lắp Đặt và Cấu Hình: Lắp đặt, cài đặt và cấu hình các thiết bị, phần mềm hoặc hệ thống mới. Đảm bảo chúng hoạt động đúng cách và đáp ứng các yêu cầu kỹ thuật. Kiểm Tra và Đánh Giá: Thực hiện các kiểm tra kỹ thuật để xác định hiệu suất, tính ổn định và tuân thủ các tiêu chuẩn. Đưa ra đánh giá và báo cáo về kết quả kiểm tra. Giải Quyết Vấn Đề: Phân tích và giải quyết các vấn đề kỹ thuật phức tạp. Áp dụng kiến thức và kỹ năng để tìm ra nguyên nhân gốc rễ và đề xuất giải pháp.Hướng Dẫn Đào Tạo: Cung cấp hướng dẫn và đào tạo cho người dùng cuối hoặc đồng nghiệp về cách sử dụng và vận hành các sản phẩm hoặc hệ thống kỹ thuật. Theo Dõi Công Nghệ Mới: Theo dõi và nắm bắt các xu hướng công nghệ mới trong lĩnh vực liên quan. Đề xuất và triển khai các cải tiến để nâng cao hiệu suất hoặc tiết kiệm chi phí."
Nhân Viên Kỹ Thuật,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHỆ HÀ VIỆT,Thoả thuận,Hà Nội,Không yêu cầu kinh nghiệm,01/09/2023,"-Triển khai giao hàng,lắp đặt, chuyển giao công nghệ các máy móc, thiêt bi của Công ty đang kinh doanh.(Tham khảo sản phẩm,máy móc thiết bị của công ty kinh doanh)- Nắm vững kiến thức về thiết bị máy móc công ty đang kinh doanh,ứng viên sẽ được công ty đào tạo về sản phẩm .- Cuối ngày nộp tiền và báo cáo kết quả đơn hàng đã triển khai cho bộ phận quản lý xem ký duyệt.- Liên hệ trực tiếp đi làm ngay, không qua môi giới.- Làm việc tại: B27 Lô 19 KĐT Đinh Công, phường Định Công, quận Hoàng Mai , Hà Nội"
Android Developer,CÔNG TY CỔ PHẦN EMDDI,Thoả thuận,Hà Nội,2 năm,31/08/2023,"Tham gia phát triển ứng dụng của công ty Tham gia nghiên cứu và phát triển công nghệ áp dụng vào yêu cầu dự án; Làm việc với khách hàng, Product Owner để nắm bắt nhu cầu về đề xuất giải pháp kỹ thuật cho hệ thống; Xây dựng ứng dụng theo thiết kế; Đề xuất giải pháp, cải thiện nâng cao chất lượng ứng dụng;"
Nodejs,CÔNG TY CỔ PHẦN AHT TECH,Tới 30 triệu,Hà Nội,1 năm,17/09/2023,"Tham gia các dự án hấp dẫn, làm việc với các khách hàng trong nước & nước ngoàiThực hiện lập trình các chức năng hệ thống theo yêu cầu của khách hàng và dự ánNắm vững nghiệp vụ của khách hàng để cung cấp các dịch vụ chất lượng cao, đáp ứng nhu cầu của khách hàngLàm việc theo sự phân công của trưởng nhóm/Quản lý dự án, phối hợp giữa các nhóm để phát triển sản phẩm"
.Net Technical Lead,Niteco,Thoả thuận,Hà Nội,2 năm,30/08/2023,"As Technical Leader working in with a professional enterprise customer, you have a chance to interact with stakeholders on all levels of the client organization and by those activities, you contribute into the activities to bridge the gap between business and technology, translate business challenges, and goals into sound and solid technical solutions which bring value to and help support the goals of the client. During project execution, by good technical knowledge and experience, you are expected to closely work with the management team, understand the business motivation and provide proper support from a technical perspective for the best decision making. As Technical Leader, you are expected to become the leader who can provide technical support, facilitate technical troubles as well as coaching other team members to become more mature in daily activities. Technical Leader will also play an important role to support the team build up the proper way of working so that all the best technical practices can be applied to ensure effectiveness and efficiency of software development activities."
Android Developer,TAPBI TECHNOLOGY,Tới 8 triệu,Hà Nội,Dưới 1 năm,09/09/2023,"- Tham gia phát triển và xây dựng các ứng dụng Android- Bảo trì, nâng cấp và mở rộng tính năng cho các ứng dụng Android đang phát triển của công ty.- Tham gia vào quy trình sáng tạo và phát triển ứng dụng mới của công ty."
Computer Vision Engineering,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,"Tới 1,500 USD",Hà Nội,2 năm,31/08/2023,"1. MÔ TẢ CÔNG VIỆC Phát triển hệ thống CameraAI phục vụ các bài toán nhận diện, định danh người, theo dõi, tìm kiếm hàng hóa, đọc địa chỉ, biển số nhà;Tham gia xây dựng và làm chủ giải pháp Vision ứng dụng trong các bài toán đọc ảnh ra văn bản;Tham gia xây dựng và triển khai các giải pháp nhận diện xe, biển số xe, các loại phương tiện sử dụng trong kho;Tham gia trực kĩ thuật vận hành các dịch vụ Vision, giải quyết sự cố do vận hành, deploy code;Theo dõi, giám sát chất lượng các dịch vụ Vision;Lên kế hoạch bảo trì, nâng cấp các dịch vụ vision về quy mô cũng như tính sẵn sàng của dịch vụ;Phối hợp với các team đảm bảo vận hành ổn định hệ thống eKYC, chấm công điểm danh;"
Lập Trình Viên,Hương Việt Group,20 - 25 triệu,Hà Nội,1 năm,20/09/2023,"Lập trình (viết code): Thực hiện sản xuất theo các yêu cầu từ SRS Tham gia phát triển các sản phẩm của công ty. Tham gia phát triển các hệ thống quản trị học tập: LMS, Elearning Tools Tham gia trực tiếp vào việc phân tích, thiết kế hệ thống,  tiếp cận với những ngôn ngữ lập trình, kỹ thuật lập trình mới nhất và áp dụng thực tế vào việc phát triển hệ thống."
Dịch Vụ Khách Hàng,CÔNG TY CP TM DV VÙNG TRỜI THÔNG TIN,7.5 - 8.5 triệu,Hồ Chí Minh,Dưới 1 năm,07/09/2023,"Kiểm tra hàng hóa khi xuất, dán tem các sản phẩm trước khi giao hàng. Giao hàng, lắp đặt, cài đặt cho khách hàng (PC, laptop, máy in và các hàng hóa sản phẩm kinh doanh khác của công ty,…) Nhận, trả hàng bảo hành từ khách hàng. Giao, nhận hàng từ nhà xe. Chuyển hàng bảo hành qua nhà cung cấp. Sửa chữa các thiết bị phần cứng máy tính, máy in, bơm mực máy in... Thực hiện các công việc khá: hỗ trợ giao hàng dự án, giao nhận hồ sơ chứng từ, đi nhận hàng từ nhà cung cấp ..."
Nhân Viên SEO,CÔNG TY CỔ PHẦN GSC VIỆT NAM,10 - 15 triệu,Hà Nội,1 năm,01/09/2023,"+ Theo dõi, báo cáo và phân tích trang web, đưa ra các sáng kiến.+ Tối ưu hóa trang đích để SEO tốt hơn.+ Thực hiện khám phá, mở rộng và tối ưu hóa từ khóa liên tục.+ Nghiên cứu và thực hiện các khuyến nghị tối ưu hóa công cụ tìm kiếm.+ Nghiên cứu và phân tích các liên kết quảng cáo của đối thủ cạnh tranh.+ Đề xuất thay đổi kiến trúc trang web, nội dung, liên kết và các yếu tố khác để cải thiện vị trí SEO cho các từ khóa mục tiêu.+ Tối ưu hóa công cụ SEO; Lập kế hoạch triển khai các từ khóa theo kế hoạch kinh doanh chung của công ty (theo mùa); Tối ưu các từ khóa đã SEO để gián tiếp tăng doanh thu cho TMĐT+ Hỗ trợ phát triển các kênh social khác như Social và Referral+ Lâp kế hoạch & Báo cáo+ Làm theo yêu cầu của cấp trên"
Devops Engineer,CÔNG TY CỔ PHẦN VSI,Thoả thuận,Hà Nội,Không yêu cầu kinh nghiệm,20/09/2023,"- Tham gia vào các khóa đào tạo nội bộ về DevOps toolchains- Tham gia hỗ trợ triển khai các dự án thực tế, bao gồm: + Triển khai DevOps, CI/CD; xử lý việc triển khai mã nguồn trong tất cả các môi trường (Dev, Test, Production).  + Nghiên cứu các công cụ triển khai tự động trong vòng đời phát triển sản phẩm (product lifecycle) từ quản lý sản phẩm, phát triển, kiểm tra chất lượng và sản xuất. + Quản trị, thiết lập và duy trì cơ sở hạ tầng Devops để hỗ trợ tự động hóa triển khai hệ thống và thử nghiệm tải, hỗ trợ kỹ thuật cho các đội dự án + Tự động hóa việc mở rộng hạ tầng máy chủ (thêm các máy chủ vào cụm K8s, Docker Swarm) + Xây dựng các môi trường productions, staging, testing, sandbox, development,… cho các sản phẩm phần mềm- Viết tài liệu, hướng dẫn trong quá trình đào tạo.- Hoàn thành các công việc khác theo yêu cầu của cấp trên."
Java Developer,CÔNG TY TNHH CÔNG NGHỆ ALTEK,Thoả thuận,Hà Nội,2 năm,30/09/2023,"- Tham gia vào các quá trình phân tích thiết kế, code, unit test và review source code.- Luôn cập nhật tiến độ và thông báo tình trạng công việc trực tiếp tới quản lý dự án.- Phát triển và maintain ứng dụng Java, theo yêu cầu nhận từ phía khách hàng.- Cải thiện performance, turning logic, cài đặt các nghiệp vụ mới.- Tìm hiểu và nghiên cứu các công nghệ mới."
Business Analyst,Công ty cổ phần Synodus,Tới 36 triệu,Hồ Chí Minh,3 năm,15/09/2023,"Plan and prioritize product feature backlog and development for the product Develop detailed product feature specifications and ensure they’re clearly understood by the development teams Set goals and collaborate with UI/UX team to define amazing products for end customer, ensure that your applications is greatest application for high net-worth peoples Assess value, develop cases, and prioritize stories, epics, and themes to ensure work aligns with product strategy Actively mitigate roadblocks impacting successful team completion of release/sprint goals Lead the product-release plans and set expectations for delivery of new functionalities Serve as the product ambassador internally and externally, sharing knowledge and answering questions related to the product."
Software Engineer,Công ty Cổ phần NAL Việt Nam,25 - 50 triệu,Hà Nội,3 năm,31/08/2023,"Làm cầu nối giao tiếp giữa khách hàng và developer team Tiếp nhận yêu cầu từ khách hàng và chuyển lại developer team Quản lý chất lượng, tiến độ và nhân sự của dự án Nghiệm thu sản phẩm từ developer team và demo cho khách hàng Tư vấn cho team/khách hàng về các vấn đề ưu tiên, kỹ thuật liên quan tới dự án"
Thực Tập Sinh,Công ty TNHH phần mềm Kaopiz,Thoả thuận,Hà Nội,Không yêu cầu kinh nghiệm,23/09/2023,"Tham gia các dự án phần mềm của công ty tại Nhật Phát triển web, server Thực hiện công việc theo yêu cầu từ quản lý Ngôn ngữ lập trình: C# ASP .NET"
Data Analyst,Công ty TNHH Avada Group (Mageplaza),8 - 15 triệu,Hà Nội,Dưới 1 năm,30/09/2023,Data Collection and Preliminary Analysis: Support in Data Analysis: Data Visualization and Reporting Assistance: Collaboration and Continuous Learning:
Thực Tập Sinh,Công ty CP Đầu Tư Công Nghệ Trí Tuệ Trẻ,Trên 4 triệu,Hồ Chí Minh,Không yêu cầu kinh nghiệm,22/09/2023,"Cùng giám đốc sản phẩm tham gia vào việc hình thành và tạo ra các sản phẩm WEB quản trị doanh nghiệpTham gia phối hợp cùng với nhân sự thiết kế đồ họa để hiện thực hóa những bản mẫuTham gia xây dựng các API của hệ thống phần mềm để tích hợp với các đơn vị bên ngoài hoặc các mục đích phát triển riêng.Tham gia fix bugs và hỗ trợ khách hàng;Tham gia phối hợp cùng với các đơn vị đối tác, khách hàng để tìm hiểu nhu cầu và phát triển thêm theo yêu cầu của khách hàngĐược đào tạo sử dụng các công cụ của các hãng thứ 3 như: telerik, devexpress, synfusion để làm giao diện và báo cáoTham gia nghiên cứu và trình bày các công nghệ mới;Tham gia khóa đào tạo chuyên sâu về lập trình Web trên nền tảng .NET, .Net Core"
Sap/ERP Bpc - Hợp Nhất Báo Cáo Tài Chính,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Tới 1,300 USD",Hà Nội,1 năm,08/09/2023,"• Tham gia vào các dự án AMS vận hành /triển khai theo yêu cầu.• Nhận, phân tích yêu cầu thay đổi, xử lý sự cố và thảo luận quy trình với các bên liên quan để xác định các giải pháp phù hợp với yêu cầu khách hàng.• Thực hiện, kiểm tra và lập tài liệu cấu hình các quy trình.• Phát triển, đặc tả chức năng thiết kế (FS) và hỗ trợ đội ngũ kỹ thuật trong việc phát triển các chương trình để đáp ứng các yêu cầu chức năng.• Phân tích các yêu cầu và mục tiêu nghiệp vụ của khách hàng với các giải pháp và quy trình của SAP/ERP sẽ được triển khai• Hỗ trợ Presales và thực hiện các công việc khác theo yêu cầu của bộ phận"
Kỹ Sư Cầu Nối,Công ty TNHH Yopaz,"Tới 2,500 USD",Hà Nội,3 năm,22/09/2023,"Là cầu nối giữa khách hàng Nhật Bản và đội dự án Offshore ở Việt Nam Làm việc trực tiếp với khách hàng Nhật: giao tiếp, thương lượng, nhận, phân tích các yêu cầu của dự án phần mềm… và truyền đạt cho đội dự án Việt Nam Có thể tham gia vào công việc quản lý dự án và báo cáo dự án với khách hàng Có ý thức trách nhiệm cao, có khả năng teamwork tốt."
Tiếng Nhật,Công ty TNHH Phần mềm DTS Việt Nam,Tới 45 triệu,Hà Nội,1 năm,30/09/2023,"Tham gia quản lý dự án với teamsize tối thiểu từ 3 người trở lên Estimate khối lượng công việc được giao, lập kế hoạch công việc, quản lý tiến độ, chất lượng, quản lý các thành viên trong nhóm dự án Trực tiếp chỉ đạo và thực hiện các công việc dự án để đảm bảo thành công của dự án trên 3 yếu tốt cốt lõi (Chất lượng, Chi phí và Tiến độ)"
